,Arched_Eyebrows,Bags_Under_Eyes,Bangs,Black_Hair,Blond_Hair,Brown_Hair,Bushy_Eyebrows,Chubby,Eyeglasses,Heavy_Makeup,Male,No_Beard,Pale_Skin,Receding_Hairline,Smiling,Wavy_Hair,Wearing_Necktie,Young
z1,1.0,0.036828998339789705,0.03483674598782512,0.056364139457664636,0.05857775318206973,0.06380741560597676,0.03016048699501937,0.00630879911455451,0.0013281682346430548,0.1961261759822911,0.02036524626452684,0.25124515771997785,0.01579966795794134,0.01649142224681793,0.1475650249031544,0.11261759822910902,0.0035971223021582736,0.22266187050359712
z2,0.036828998339789705,1.0,0.02280022136137244,0.049667957941339234,0.015439955727725512,0.03594355285002767,0.044964028776978415,0.028140564471499725,0.009712230215827337,0.022302158273381296,0.14501936912008853,0.14731599335915882,0.006447149972329829,0.027780852241283897,0.1228278915329275,0.03574986164914223,0.03381294964028777,0.11834532374100719
z3,0.03483674598782512,0.02280022136137244,1.0,0.02636967349197565,0.03519645821804095,0.042722744881018265,0.013032650802434976,0.0017432208079690094,0.004759269507470946,0.07819590481460985,0.033619258439402326,0.14075816270060873,0.00987825124515772,2.767017155506364e-05,0.07996679579413392,0.053458771444382956,0.002628666297731046,0.1149142224681793
z4,0.056364139457664636,0.049667957941339234,0.02636967349197565,1.0,5.534034311012728e-05,0.00630879911455451,0.07457111234089651,0.013669064748201438,0.013281682346430549,0.07133370226895407,0.1253458771444383,0.16524626452684008,0.0054233536247924735,0.01632540121748755,0.10583840619811843,0.04584947426674045,0.019645821804095187,0.19067515218594355
z5,0.05857775318206973,0.015439955727725512,0.03519645821804095,5.534034311012728e-05,1.0,0.0066685113447703375,0.0026563364692861096,0.0010237963475373548,0.002850027670171555,0.1034311012728279,0.009214167127836192,0.14903154399557278,0.011566131710016601,0.004039845047039292,0.09103486441615938,0.06662977310459325,0.0011068068622025456,0.1234366353071389
z6,0.06380741560597676,0.03594355285002767,0.042722744881018265,0.00630879911455451,0.0066685113447703375,1.0,0.02097399003873824,0.003237410071942446,0.006779192030990592,0.10641947980077476,0.06939679026009961,0.19858882125069174,0.008079690094078584,0.005368013281682346,0.1115661317100166,0.09377421140011068,0.00805201992252352,0.1894853348090758
z7,0.03016048699501937,0.044964028776978415,0.013032650802434976,0.07457111234089651,0.0026563364692861096,0.02097399003873824,1.0,0.00796900940785833,0.0029053680132816824,0.029468732706142777,0.10744327614831212,0.08804648588821251,0.004759269507470946,0.007858328721638073,0.06754288876591034,0.03107360265633647,0.01754288876591035,0.12197011621472054
z8,0.00630879911455451,0.028140564471499725,0.0017432208079690094,0.013669064748201438,0.0010237963475373548,0.003237410071942446,0.00796900940785833,1.0,0.014775871610403984,0.003541781959048146,0.05171555063641395,0.034089651355838406,0.0009961261759822912,0.016989485334809075,0.032955174322080796,0.006751521859435529,0.017044825677919203,0.015107913669064749
z9,0.0013281682346430548,0.009712230215827337,0.004759269507470946,0.013281682346430549,0.002850027670171555,0.006779192030990592,0.0029053680132816824,0.014775871610403984,1.0,0.002268954067515219,0.05462091864969563,0.045932484781405644,0.0016602102933038186,0.011676812396236858,0.026867736579966797,0.009297177642501384,0.014084117321527393,0.025954620918649696
z10,0.1961261759822911,0.022302158273381296,0.07819590481460985,0.07133370226895407,0.1034311012728279,0.10641947980077476,0.029468732706142777,0.003541781959048146,0.002268954067515219,1.0,0.0008301051466519093,0.3879358052019923,0.02083563918096292,0.01496956281128943,0.22825124515771997,0.1864692861095739,2.767017155506364e-05,0.3468732706142778
