,Arched_Eyebrows,Bags_Under_Eyes,Bangs,Black_Hair,Blond_Hair,Brown_Hair,Bushy_Eyebrows,Chubby,Eyeglasses,Heavy_Makeup,Male,No_Beard,Pale_Skin,Receding_Hairline,Smiling,Wavy_Hair,Wearing_Necktie,Young
z1,1.0,0.03711751575370879,0.03532979080655038,0.06119747940659384,0.05914307725737313,0.05950852379353258,0.03464828240128005,0.005936036979238686,0.0010864626750686447,0.19641269778559153,0.021798392035240897,0.2536594038282994,0.0156549394543982,0.01833158840843095,0.1475712620745511,0.12216778934476424,0.003931019497066551,0.23069553365071213
z2,0.03711751575370879,1.0,0.022707069908934674,0.04894020504513759,0.01512158505027359,0.035072990537897794,0.044475831143946425,0.026401043004168064,0.00909665567034747,0.021314422298164867,0.14467732058550462,0.14748236967386366,0.00616320644766213,0.028099875550639038,0.11974794065938407,0.03954724137249867,0.03504335973766865,0.11813800051360054
z3,0.03532979080655038,0.022707069908934674,1.0,0.030430831835331767,0.03550757560792525,0.041463366453983366,0.01302767516741402,0.001817355747387551,0.0047606819034826066,0.07884755940975446,0.035280406139501806,0.14338344230883196,0.009491733006736069,2.9630800229144856e-05,0.08220571676905754,0.05774055271319361,0.0025778796199356024,0.11938249412322462
z4,0.06119747940659384,0.04894020504513759,0.030430831835331767,1.0,2.9630800229144856e-05,0.005896529245599826,0.07346463070145981,0.014331430377496394,0.013728937439503782,0.07840309740631729,0.12492345376607471,0.17864409458151434,0.006637299251328448,0.017590818402702327,0.11159947059636924,0.05476759575686941,0.019921774687395057,0.2026647966339411
z5,0.05914307725737313,0.01512158505027359,0.03550757560792525,2.9630800229144856e-05,1.0,0.006390375916085574,0.0025581257531161724,0.00101732414120064,0.002498864152657883,0.10185093732098058,0.008671947533729728,0.14767990834205796,0.010765857416589298,0.004859451237579756,0.08846769255081682,0.06867431799774806,0.0009580625407423503,0.12376785255713806
z6,0.05950852379353258,0.035072990537897794,0.041463366453983366,0.005896529245599826,0.006390375916085574,1.0,0.020662544693123678,0.003210003358157359,0.00610394484720384,0.09965825810402386,0.06550382237322956,0.1875432115836675,0.007911423661181676,0.005728621377634672,0.10566343361713056,0.09407779072753492,0.007723761926397092,0.1807380044643739
z7,0.03464828240128005,0.044475831143946425,0.01302767516741402,0.07346463070145981,0.0025581257531161724,0.020662544693123678,1.0,0.007783023526855382,0.0030223416233727753,0.0332951425241491,0.10367817000177784,0.09246785058175137,0.005056989905774055,0.008227485530292554,0.06852616399660233,0.03488532880311321,0.016810540663334848,0.12376785255713806
z8,0.005936036979238686,0.026401043004168064,0.001817355747387551,0.014331430377496394,0.00101732414120064,0.003210003358157359,0.007783023526855382,1.0,0.014015368508385516,0.003496434427039093,0.05060940679137941,0.03357169665962112,0.0008691701400549157,0.016069770657606227,0.032070402781344445,0.0075756079252513675,0.016366078659897674,0.015773462655314777
z9,0.0010864626750686447,0.00909665567034747,0.0047606819034826066,0.013728937439503782,0.002498864152657883,0.00610394484720384,0.0030223416233727753,0.014015368508385516,1.0,0.0017383402801098315,0.05290085534243328,0.04470300061236987,0.0014914169448669576,0.011062165418880747,0.026243012069612628,0.009600379274242933,0.01340299863698319,0.027517136479465857
z10,0.19641269778559153,0.021314422298164867,0.07884755940975446,0.07840309740631729,0.10185093732098058,0.09965825810402386,0.0332951425241491,0.003496434427039093,0.0017383402801098315,1.0,0.0010963396084783597,0.38560535724868145,0.02095885269541513,0.01602038599055765,0.226991683622069,0.19258044762262214,8.889240068743457e-05,0.34847796456156294
z11,0.021798392035240897,0.14467732058550462,0.035280406139501806,0.12492345376607471,0.008671947533729728,0.06550382237322956,0.10367817000177784,0.05060940679137941,0.05290085534243328,0.0010963396084783597,1.0,0.25316555715781364,0.010410287813839559,0.047903127037117514,0.16817454516721647,0.05748375244454102,0.07311893803211979,0.26684510993026883
z12,0.2536594038282994,0.14748236967386366,0.14338344230883196,0.17864409458151434,0.14767990834205796,0.1875432115836675,0.09246785058175137,0.03357169665962112,0.04470300061236987,0.38560535724868145,0.25316555715781364,1.0,0.04039665764573415,0.059528277660352014,0.42003634711494775,0.2869051616853999,0.049947652252928514,0.6619520771190961
z13,0.0156549394543982,0.00616320644766213,0.009491733006736069,0.006637299251328448,0.010765857416589298,0.007911423661181676,0.005056989905774055,0.0008691701400549157,0.0014914169448669576,0.02095885269541513,0.010410287813839559,0.04039665764573415,1.0,0.001649447879422397,0.013738814372913497,0.015249985184599885,0.0017679710803389763,0.037008869486201926
z14,0.01833158840843095,0.028099875550639038,2.9630800229144856e-05,0.017590818402702327,0.004859451237579756,0.005728621377634672,0.008227485530292554,0.016069770657606227,0.011062165418880747,0.01602038599055765,0.047903127037117514,0.059528277660352014,0.001649447879422397,1.0,0.0404954269798313,0.010479426347707564,0.01609940145783537,0.03887560990063805
z15,0.1475712620745511,0.11974794065938407,0.08220571676905754,0.11159947059636924,0.08846769255081682,0.10566343361713056,0.06852616399660233,0.032070402781344445,0.026243012069612628,0.226991683622069,0.16817454516721647,0.42003634711494775,0.013738814372913497,0.0404954269798313,1.0,0.167325128893981,0.034934713470161784,0.3631550876083993
z16,0.12216778934476424,0.03954724137249867,0.05774055271319361,0.05476759575686941,0.06867431799774806,0.09407779072753492,0.03488532880311321,0.0075756079252513675,0.009600379274242933,0.19258044762262214,0.05748375244454102,0.2869051616853999,0.015249985184599885,0.010479426347707564,0.167325128893981,1.0,0.005857021511960966,0.25754103865831734
z17,0.003931019497066551,0.03504335973766865,0.0025778796199356024,0.019921774687395057,0.0009580625407423503,0.007723761926397092,0.016810540663334848,0.016366078659897674,0.01340299863698319,8.889240068743457e-05,0.07311893803211979,0.049947652252928514,0.0017679710803389763,0.01609940145783537,0.034934713470161784,0.005857021511960966,1.0,0.029591292495505996
z18,0.23069553365071213,0.11813800051360054,0.11938249412322462,0.2026647966339411,0.12376785255713806,0.1807380044643739,0.12376785255713806,0.015773462655314777,0.027517136479465857,0.34847796456156294,0.26684510993026883,0.6619520771190961,0.037008869486201926,0.03887560990063805,0.3631550876083993,0.25754103865831734,0.029591292495505996,1.0
