,Arched_Eyebrows,Bags_Under_Eyes,Bangs,Black_Hair,Blond_Hair,Brown_Hair,Bushy_Eyebrows,Chubby,Eyeglasses,Heavy_Makeup,Male,No_Beard,Pale_Skin,Receding_Hairline,Smiling,Wavy_Hair,Wearing_Necktie,Young
z1,1.0,0.03777472527472527,0.03565705128205128,0.057921245421245424,0.05786401098901099,0.061507936507936505,0.03214667277167277,0.006219474969474969,0.0011637667887667888,0.19448260073260074,0.02161553724053724,0.2508585164835165,0.01572039072039072,0.017418345543345544,0.14638659951159952,0.11609050671550672,0.004006410256410256,0.22517933455433456
z2,0.03777472527472527,1.0,0.023065476190476192,0.04941239316239316,0.015548687423687424,0.03542811355311355,0.044738247863247864,0.02760607448107448,0.009329212454212454,0.022569444444444444,0.14480311355311357,0.1475885225885226,0.006620115995115995,0.028235653235653236,0.12118437118437118,0.03767933455433455,0.0347985347985348,0.11822725885225885
z3,0.03565705128205128,0.023065476190476192,1.0,0.028998778998779,0.03514194139194139,0.042487026862026864,0.013163919413919414,0.0018696581196581197,0.004788614163614164,0.07884996947496947,0.035161019536019536,0.14312423687423687,0.009577228327228328,1.9078144078144078e-05,0.08138736263736264,0.055574633699633696,0.002976190476190476,0.11860882173382173
z4,0.057921245421245424,0.04941239316239316,0.028998778998779,1.0,5.7234432234432234e-05,0.006219474969474969,0.07371794871794872,0.014403998778998778,0.013698107448107448,0.07417582417582418,0.12570589133089133,0.17181776556776557,0.006085927960927961,0.017170329670329672,0.10828754578754579,0.050499847374847376,0.019917582417582416,0.1971535409035409
z5,0.05786401098901099,0.015548687423687424,0.03514194139194139,5.7234432234432234e-05,1.0,0.006810897435897436,0.002442002442002442,0.0009539072039072039,0.002709096459096459,0.10136217948717949,0.009043040293040294,0.14701617826617827,0.01098901098901099,0.00434981684981685,0.0887706043956044,0.06620115995115995,0.0010302197802197802,0.12263431013431013
z6,0.061507936507936505,0.03542811355311355,0.042487026862026864,0.006219474969474969,0.006810897435897436,1.0,0.02132936507936508,0.002918956043956044,0.006486568986568987,0.10294566544566544,0.06799450549450549,0.19349053724053725,0.007974664224664224,0.005189255189255189,0.10737179487179487,0.09348290598290598,0.008031898656898656,0.18561126373626374
z7,0.03214667277167277,0.044738247863247864,0.013163919413919414,0.07371794871794872,0.002442002442002442,0.02132936507936508,1.0,0.008146367521367522,0.0028617216117216115,0.031040140415140416,0.10624618437118437,0.08985805860805861,0.004922161172161172,0.00827991452991453,0.06767017704517704,0.03296703296703297,0.01749465811965812,0.12318757631257632
z8,0.006219474969474969,0.02760607448107448,0.0018696581196581197,0.014403998778998778,0.0009539072039072039,0.002918956043956044,0.008146367521367522,1.0,0.014518467643467644,0.003357753357753358,0.05166361416361416,0.034054487179487176,0.0009539072039072039,0.016903235653235652,0.03273809523809524,0.007154304029304029,0.01684600122100122,0.015625
z9,0.0011637667887667888,0.009329212454212454,0.004788614163614164,0.013698107448107448,0.002709096459096459,0.006486568986568987,0.0028617216117216115,0.014518467643467644,1.0,0.00196504884004884,0.05353327228327228,0.04506257631257631,0.0015644078144078145,0.011160714285714286,0.026404151404151404,0.00921474358974359,0.013411935286935286,0.026842948717948716
z10,0.19448260073260074,0.022569444444444444,0.07884996947496947,0.07417582417582418,0.10136217948717949,0.10294566544566544,0.031040140415140416,0.003357753357753358,0.00196504884004884,1.0,0.0008585164835164835,0.38453907203907206,0.020852411477411476,0.01530067155067155,0.2256753663003663,0.18759539072039072,5.7234432234432234e-05,0.34581043956043955
