,Arched_Eyebrows,Bags_Under_Eyes,Bangs,Black_Hair,Blond_Hair,Brown_Hair,Bushy_Eyebrows,Chubby,Eyeglasses,Heavy_Makeup,Male,No_Beard,Pale_Skin,Receding_Hairline,Smiling,Wavy_Hair,Wearing_Necktie,Young
z1,1.0010543,0.13048513,0.22152412,0.29080337,0.2839171,0.20023145,0.07156287,-0.0031855777,0.021315003,0.3508128,0.0653834,0.31668025,0.15708686,0.40440768,0.457559,0.19242346,-0.00032225592,0.42508113
z2,0.35169435,1.001152,0.11969754,0.41569322,0.021627286,0.12398911,0.4510306,0.35046652,0.08813803,0.0874619,0.34347263,0.5989007,0.17431198,0.019571228,0.21215762,0.059690386,0.36087674,0.095834404
z3,0.031845916,0.012819319,1.0016079,0.05638857,0.07610583,0.47139654,0.009612756,0.19028527,-0.0031573852,0.051336635,0.1806672,0.5043953,0.094630316,0.9412016,0.14507514,0.4520294,0.2462934,0.16508116
z4,0.10941082,0.10122477,0.07104705,1.002734,0.018440552,0.37685767,0.29924425,0.25652966,-0.0014214488,0.21938765,0.6628479,0.45035395,0.3634461,0.032779362,0.20126905,0.13470887,0.6909789,0.55107564
z5,0.12264519,0.066334635,0.16200191,-2.252848e-05,1.0012691,-0.0022238318,1.0008558,0.23193756,0.74819607,0.17733209,0.0337028,0.8295626,-0.0031661924,0.20126185,0.2689267,0.2162744,0.23026276,0.2769149
z6,0.066333525,0.016001774,-0.0003234931,0.012392229,-0.0015485234,1.0008335,-0.0005440168,-0.0007500069,-0.003307026,0.11588475,0.061324023,0.183005,-0.001760843,-0.0019346796,0.07403427,-0.0024137408,0.05638159,0.14803569
z7,-0.0031614986,0.7699083,0.7917751,0.31613135,0.013963806,0.05045524,1.0023621,0.14133826,0.99582803,0.88575363,0.87697864,0.53451663,0.3185993,0.31519857,0.6137944,0.08078242,0.20268229,0.15052518
z8,-0.0023648064,0.056928214,0.015502257,0.03978029,-0.0006161173,-0.00038914976,0.057138685,1.0014724,0.1524586,0.015433034,0.0684381,0.06803068,0.08511179,0.045570448,0.20375353,-0.0021558164,0.09452923,0.015808813
z9,0.009871135,0.054835673,0.04451014,0.32758188,0.09632499,-0.0021794427,-0.0009928723,0.060554806,1.002737,0.0063404283,0.38361952,0.05816792,-0.002920391,0.12345346,0.03669337,0.061105587,-0.00022636655,0.13082628
z10,0.15070088,0.023815533,0.04672201,0.031998154,0.107590325,0.059225727,0.04949831,0.02518301,-0.0028660514,1.0016338,-0.0031550084,0.3598717,0.017453188,-0.0028104226,0.2280162,0.18388914,0.04517917,0.40282497
z11,0.038646333,0.13572869,-0.0030114753,0.10772263,0.027758695,0.14413509,0.11684485,0.031626835,0.13288312,0.022189315,1.0022652,0.2881387,-0.0031582052,0.09153721,0.13447805,0.0641813,0.12245402,0.36800817
z12,0.25682512,0.13050853,0.15778299,0.24080178,0.18153417,0.42807114,0.10682113,0.028499682,-0.002110688,0.42802328,0.5949988,1.001215,0.07754583,0.055784088,0.42008677,0.31187287,0.048908424,0.6515871
z13,-0.0004450114,-0.0022885066,-0.001123174,-0.0005192174,-0.00036140223,-0.0029110312,-0.002503184,-0.00096090115,0.005806365,-0.0021372659,-0.0002472589,-0.0025306097,0.9736658,-0.0011218113,-0.00036284854,-0.0029385695,0.004879432,0.008679968
z14,0.25534415,0.0130261155,0.16472109,0.06381734,0.10970546,0.07596173,0.07638707,0.28259686,0.22247128,0.20838524,0.34320876,0.19319881,0.15404603,1.0021347,0.3605457,0.07781264,0.18727891,0.28614372
z15,0.29819578,0.79975235,0.56994504,0.5804833,0.33721024,0.7438134,0.3530308,0.03434995,0.47960353,1.0001525,0.8411076,1.0014759,-0.003174254,0.103053264,1.0032556,0.21438497,-0.0021761234,0.770388
z16,0.19024779,0.14504455,0.29531127,0.095978215,0.14177667,0.13292862,0.120445855,0.19422616,0.14171293,0.1970637,0.14254205,0.41243434,0.080583185,0.14385135,0.4028714,1.001669,0.02090477,0.20745835
z17,0.08893816,0.08794145,0.029007664,0.12519489,0.13889064,0.16258803,0.13606308,0.056575693,0.1587848,-0.00033717524,0.19062981,0.568353,0.13740097,0.27389336,0.02232281,0.16239344,1.0003943,0.18559414
z18,0.25156933,0.12238083,0.17618974,0.34055474,0.13438275,0.19925533,0.12352325,0.07063402,0.030592395,0.35103565,0.36551496,0.8636702,0.006874181,0.117886975,0.38078734,0.26821387,0.064983815,1.0028322
